Image Path,Caption,coco Generated Caption 0,coco Score 0,coco Generated Caption 1,coco Score 1,coco Generated Caption 2,coco Score 2,coco Generated Caption 3,coco Score 3,coco Generated Caption 4,coco Score 4,coco Generated Caption 5,coco Score 5,coco Generated Caption 6,coco Score 6,coco Generated Caption 7,coco Score 7,coco Generated Caption 8,coco Score 8,coco Generated Caption 9,coco Score 9,conceptual Generated Caption 0,conceptual Score 0,conceptual Generated Caption 1,conceptual Score 1,conceptual Generated Caption 2,conceptual Score 2,conceptual Generated Caption 3,conceptual Score 3,conceptual Generated Caption 4,conceptual Score 4,conceptual Generated Caption 5,conceptual Score 5,conceptual Generated Caption 6,conceptual Score 6,conceptual Generated Caption 7,conceptual Score 7,conceptual Generated Caption 8,conceptual Score 8,conceptual Generated Caption 9,conceptual Score 9
dataset/coco/images/tmp/COCO_val2014_000000192440.jpg,A clean bathroom is seen in this image.,"A bathroom with a toilet, sink, and cabinet.",0.29395902,A bathroom with a shelf above the toilet and a shower with a sink.,0.30953372,"A bathroom with a sink, shelves and a toilet.",0.31254604,"A bathroom with a toilet, sink, and bathtub.",0.29459184,A bathroom has a tub and a sink.,0.27599466,"A bathroom with a sink, toilet, and shelf with various items.",0.31368896,"A bathroom with a toilet, sink, and bathtub.",0.29459184,"A bathroom with a sink, toilet and a shower.",0.29185402,"A bathroom with a toilet, sink, and mirror.",0.27677882,"A bathroom has a sink, a toilet, and a shelf.",0.29750076,small bathroom with a walk in shower.,0.29046327,the tub in the bathroom.,0.27561167,the laundry room of the home.,0.29585212,a bathroom with a double sink.,0.27339137,tubs on the second floor.,0.27501428,the tub in the bathroom.,0.27561167,small bathroom with a double sink and small tub.,0.29287767,tips for organizing a small bathroom.,0.33440903,a tiny bathroom with a walk in shower.,0.29543155,"the bathroom was a little messy and cluttered, but the owner seemed to be having a good time with it.",0.28983718
dataset/coco/images/tmp/COCO_val2014_000000001146.jpg,A young man wearing black attire and a flowered tie is standing and smiling.,A man with glasses wearing a giraffe tie.,0.3272691,A man wearing a black shirt and a neck tie.,0.28837535,A man wearing a black shirt and a tie.,0.28708017,A young man with glasses and a tie.,0.3097515,A man in a black shirt and a tie smiling.,0.2894358,A man in glasses and a tie is smiling.,0.30746657,A young man with glasses and a tie.,0.3097515,"A man wearing glasses, a button up shirt and a tie.",0.30487424,A man wearing a black shirt and glasses smiling.,0.29200965,A man wearing glasses and a black shirt and a neck tie.,0.3023648,person in a black shirt with a bow tie.,0.3100073,the bow tie is a great idea for a guy with a lot of style.,0.28757393,the groom is wearing a tuxedo.,0.24702528,"a little bit of everything : bow tie, black shirt, bow tie and black pants.",0.29861,how to tie a tie for men.,0.25775427,how to style a tie for men.,0.25866973,i like the simplicity of this shirt.,0.26975775,the bow tie is so cute!.,0.2891705,the black tie and grey shirt are a great contrast.,0.29545328,this is what i look like in my hair when i am in school.,0.24493887
dataset/coco/images/tmp/COCO_val2014_000000559665.jpg,Black and white photograph of two men on motorcycles.,A man riding a motorcycle with a woman on back.,0.30872598,A man riding a motorcycle with a side car.,0.2836655,A man and a woman on a motorcycle.,0.30375382,A man on a motorcycle is waiting for a passenger.,0.30840623,A man riding a motorcycle with a woman on back.,0.30872598,A man riding a motorcycle with a side car.,0.2836655,A man riding on the back of a motorcycle down a street.,0.2771601,Two people riding on a motorcycle in the street.,0.29239476,Two people riding on a motorcycle on the street.,0.29373935,A man and a woman riding on a motorcycle.,0.30518198,the man with the motorcycle.,0.28297696,"man on a motorcycle, riding a chopper.",0.27455744,bikers on a motorcycle in the parking lot.,0.34089148,person with his motorcycle in the neighborhood.,0.2845547,person and i getting out of the chopper.,0.2390578,a man and woman stand on their motorcycles.,0.30527174,"men on motorcycles, each with a motorcycle helmet.",0.30643278,see more photos for person motorcycle listing.,0.27883062,"person, who owns a motorcycle, was in the crowd.",0.2579801,person in the back of a motorcycle.,0.29044566
dataset/coco/images/tmp/COCO_val2014_000000394240.jpg,A row of motorcycles parked in front of a building.,A motorcycle parked outside of a building with blue walls.,0.30476698,A blue scooter parked in front of a building.,0.29390177,A motorcycle is parked outside of a building.,0.28233707,A blue scooter parked on a stone sidewalk.,0.30604774,A moped and motorcycle parked in front of a building.,0.29350835,A motorcycle is parked on the side of the road.,0.2464231,A motor scooter parked on the side of a cobblestone street.,0.2929693,A motorcycle is parked on the side of a building.,0.28859907,Motor scooters parked outside of a building on the street.,0.2526373,A motorcycle parked in a narrow alley between two buildings.,0.34326896,a street scene in the old city.,0.295982,a city showing street scenes and a city as well as a small group of people.,0.2594418,motorcycles parked on the streets.,0.27210093,street in the old town.,0.27124035,a city is one of the oldest and most well - known cities.,0.26599526,a view of the old town.,0.26473868,a street with a couple of motorcycles.,0.3001851,motorcycles parked in a street.,0.2819426,a view of the street.,0.2603671,motorcycles parked in a narrow street.,0.31601134
dataset/coco/images/tmp/COCO_val2014_000000491497.jpg,A fluffy white chair that faces away fro a television.,A white television sitting on top of a wooden dresser.,0.3372494,A living room with a television and a couch.,0.29122615,A television is on in a room with a couch.,0.2944945,A television that is sitting on a dresser.,0.3054505,A television that is sitting on a stand.,0.31413823,A television and some books on a table.,0.31910506,A living room with a television and a painting on the wall.,0.32962936,A white couch with a television and a picture on it.,0.33749917,A television is sitting on a dresser with a stuffed animal on it.,0.3163576,A television set that is on a dresser.,0.30866235,a television in a room.,0.32525355,the sofa in the living room.,0.2700545,how to build a television room from scratch : steps.,0.25797796,this would be so cute in a living room.,0.26981813,"my living room, with the tv in the corner.",0.28980124,this is my living room.,0.27785492,i like this idea for the tv room.,0.31667128,a picture of a television set i made for my living room.,0.29135835,room in a shared house with a dog.,0.2600995,living room - could be a couch.,0.2588022
dataset/coco/images/tmp/COCO_val2014_000000184791.jpg,A painting of a table with fruit on top of it.,"A painting of a fruit vase, a pitcher and a candle.",0.3207811,A painting of a pitcher and a pitcher of oranges.,0.3272967,A painting of a bowl and a vase of fruit.,0.32115552,A painting of a vase with a red fruit in it.,0.32682532,A painting of a vase and fruit on a table.,0.32277715,A painting of a bowl of fruit on a table.,0.31154972,"A painting of a vase, pitcher, and orange.",0.33366862,A painting of a pot and a fruit in a bowl.,0.32949305,A painting of a red vase with a pitcher and a red fruit.,0.32073486,A painting of a bowl of fruit next to a candle.,0.33413556,still life with a jug and a teapot.,0.29145494,oil painting on canvas of a jug and a glass of wine.,0.30296993,oil painting of a still life.,0.34610966,"person, oil on canvas.",0.2439943,still life with a jug of oil on canvas.,0.31346014,an oil painting on canvas of a jug and a pitcher.,0.30849525,a still life painting of a jug and glass.,0.3029467,still life with a jug of oil.,0.3093586,"an oil painting of a jug, vase and a glass of red wine by person.",0.30755126,"person, oil painting on panel.",0.2521547
dataset/coco/images/tmp/COCO_val2014_000000579664.jpg,Vegetables are displayed in a wooden barrel outdoors.,A bunch of bananas sitting on top of a wooden table.,0.28683493,A bunch of bananas sitting on top of a table.,0.27257642,A close up of bananas and other fruit.,0.3180437,A bunch of bananas are sitting in a basket.,0.28290033,A bunch of bananas that are on a table.,0.27416116,A bunch of bananas that are sitting on a table.,0.275465,A bunch of bananas sitting on top of a wooden table.,0.28683493,A bunch of bananas that are on a table.,0.27416116,A pile of bananas sitting on top of a table.,0.27095214,A bunch of bananas hanging from a tree.,0.28348514,fruit for sale at a market.,0.27237827,a fruit stand full of bananas.,0.3053657,fresh bananas on the market.,0.3070554,bananas are a good source of protein.,0.2876985,fruit on a tree in the market.,0.26826966,fruit on a market stall.,0.2798198,a pile of bananas at the market.,0.28539875,bananas for sale in a market.,0.28474942,bananas at a market stall.,0.2975935,a basket of bananas in the market.,0.29137743
dataset/coco/images/tmp/COCO_val2014_000000550529.jpg,A motorbike sitting in front of a wine display case,A motorcycle parked in a room next to a table.,0.282605,A motorcycle is parked in a room with other items.,0.2822286,A motorcycle parked in a room next to a wooden shelf.,0.2922618,A motorcycle parked in a room with wooden tables.,0.289482,A motorcycle parked on a wooden shelf next to a shelf.,0.28553644,A motorcycle parked on top of a wooden floor.,0.29512256,A motorcycle parked on a shelf in a room.,0.2902374,A motorcycle is parked on a wooden floor.,0.3003191,A motorcycle parked in a room next to a shelf.,0.27858037,A motorcycle parked next to a counter in a room.,0.2926374,a motorcycle parked on the wall.,0.26995772,a motorcycle is the only thing that can make you go back to the day of your life.,0.27726138,a motorcycle displayed in a restaurant.,0.34961823,one of the many vintage motorcycles displayed.,0.30653775,a motorcycle made of bricks.,0.2867681,motorcycle on display at the museum.,0.31359762,a custom motorcycle made for a customer.,0.28252614,person is a tire shop located.,0.19313157,a bike built by the company.,0.26677048,a motorcycle parked in a bar.,0.31224138
dataset/coco/images/tmp/COCO_val2014_000000348881.jpg,A large jetliner sitting on top of an airport runway.,A plane parked on the runway next to a boarding ramp.,0.32691365,A plane is parked at the gate and getting ready for passengers.,0.3241639,A man standing next to an airplane with a boarding ramp.,0.32157922,An airplane that is on the ground with a ladder.,0.3009158,A plane sitting on a tarmac with a person getting off.,0.31591225,A plane is parked on the runway with a worker standing next to it.,0.29957888,A plane is parked on the runway with the ladder extended.,0.31591862,A plane is parked at the airport with a worker loading luggage onto the plane.,0.304969,A plane sitting on a tarmac with a man loading luggage onto it.,0.3159685,An airplane with stairs attached to it's wing.,0.30231056,the plane is parked on the tarmac.,0.29115954,the door to the flight.,0.30298808,my flight deck with the doors open.,0.2821272,a view from the window of the airplane.,0.27986145,view of the airplane from the window.,0.30921206,the door is closed at the gate.,0.25946778,the plane was on the ground.,0.27779543,my flight is getting ready for departure.,0.30185193,the gate at the airport.,0.28664252,this is the gate that is used to get around airport.,0.2879478
dataset/coco/images/tmp/COCO_val2014_000000560623.jpg,An airport filled with planes sitting on tarmacs.,An airport terminal with planes parked on the tarmac.,0.29664305,A plane sitting on a tarmac with its doors open.,0.28712565,An airport with several planes parked at the gate.,0.28825265,A view of an airport terminal with planes at the gate.,0.2840253,An airplane that is sitting on the tarmac.,0.29623497,A window view of an airplane at the airport.,0.30487934,An airplane is parked on the tarmac at an airport.,0.2974383,An airplane sitting on the tarmac with a gate in the background.,0.2973089,A window is open to see a plane on the tarmac.,0.29434016,An airport tarmac with several planes and an airport shuttle bus.,0.27266517,the view from the plane.,0.269519,airline : view from the window.,0.28804117,the view from my flight.,0.2678945,airport : view from the window.,0.30989915,the view from the front seat.,0.23262358,airline : the airport is very busy.,0.28221035,airline : view from the airplane.,0.26863307,the view from our seats in the airplane.,0.2777921,"airport is a great airport, but there is no wifi on board.",0.2826593,view of the airport from our seat.,0.31037384
dataset/coco/images/tmp/COCO_val2014_000000561100.jpg,A small blue plane sitting on top of a field.,A small blue and yellow plane is on a grassy field.,0.28929067,A small airplane flying through the sky.,0.23506725,A small plane flying over a field of grass.,0.29392037,A small plane is flying low to the ground.,0.27970064,A small airplane is flying in the sky.,0.2386002,A small airplane with a propeller on a grassy field.,0.30635107,A small airplane flying over a grass covered field.,0.28928208,"a small air plane on a field of grass   
                         .",0.30128294,A small plane with a propeller is flying over a field.,0.3071324,A small airplane that is sitting on a field.,0.300714,"the aircraft, which was used to take person, has been in the collection.",0.2821989,a jet fighter flies over the airfield.,0.25555944,the plane was a military fighter jet built by aircraft manufacturer.,0.28450763,person was the first aircraft to be built.,0.27118516,the aircraft was built and is capable of flying miles per hour.,0.29415205,a photo of an aircraft.,0.2816169,"aircraft model, a-seat, twin - turboprop aircraft, was a model.",0.282983,"person and his wife, flew the aircraft they built for the show.",0.28974855,a vintage fighter aircraft flying in the air.,0.2913931,"aircraft model, is an aircraft that was used to deliver supplies to the front line during military conflict.",0.2898654
dataset/coco/images/tmp/COCO_val2014_000000354533.jpg,A motorcycle sits parked across from a herd of livestock.,A motorcycle parked on top of a dirt road.,0.30327117,A red and black motorcycle parked in a desert area.,0.34288973,A red motorcycle parked in a dirt field.,0.3399976,A motorcycle parked in a dirt field with a group of people.,0.32225916,A motorcycle parked on a dirt road in the desert.,0.3277054,A red motorcycle parked in a desert setting.,0.34417748,A red and black motorcycle parked in a dirt field.,0.32960024,A red motorcycle parked in a dirt field.,0.3399976,A red motorcycle parked on top of a dirt field.,0.33623475,A motorcycle parked on the dirt near a fence.,0.3322418,motorcycle in a field with other motorcycles.,0.28617325,a motorcycle parked in the desert.,0.32632595,a motorcycle belonging to politician sits on a dirt road.,0.30751655,a motorcycle on the road.,0.27189094,a motorcycle sits in a field.,0.30309394,a motorcycle on the road.,0.27189094,a motorcycle in the desert.,0.3154038,a motorcycle belonging to a local woman.,0.30945927,bikes and a motorcycle in a desert.,0.30735484,biker in the desert with a motorcycle.,0.31508583
dataset/coco/images/tmp/COCO_val2014_000000334321.jpg,A large white dog is sitting on a bench beside an elderly man.,A white dog sitting on a bench in a park.,0.37203288,A white dog sitting on top of a bench.,0.34690696,A white dog sitting on top of a wooden bench.,0.3325953,A white dog sitting on top of a wooden bench.,0.3325953,A white dog sits on a bench near a woman.,0.36921072,A white dog sits on a bench in a park.,0.3657422,A white dog sits on a bench near a woman.,0.36921072,A white dog sitting on a bench with people in the background.,0.38259643,A white dog sitting on top of a bench.,0.34690696,A white dog sitting on a bench in a park.,0.37203288,person is a therapy dog.,0.279073,person sitting on a bench.,0.28249988,a dog sitting on a chair.,0.2973578,a city is a place of great beauty.,0.18152882,person with his dog on a bench.,0.3196568,a dog in a wheelchair.,0.323411,"person, a therapy dog, was one of the dogs that person helped with her therapy.",0.30473188,this dog has been in the park.,0.28931603,"person, a therapy dog, sits in a park.",0.34260976,"the dog nanny, dog sitter.",0.2613949
dataset/coco/images/tmp/COCO_val2014_000000368117.jpg,A couple of traffic lights sitting under a cloudy sky.,A traffic light hanging from a pole under a blue sky.,0.28450912,A traffic light with a red light and street signs.,0.287538,A traffic light with a couple of red lights on it.,0.28496698,A traffic light is hanging from a wire.,0.26324904,A traffic light is mounted on a pole.,0.2916505,A traffic light hanging from a pole with a sky background.,0.27771527,A stop light with a red light in the background.,0.27054673,A traffic light is shown with several different lights on it.,0.307154,A traffic light with many different lights on it.,0.28382587,A traffic light with a street sign on it.,0.2680568,traffic lights on a blue sky background.,0.30771178,traffic lights in a street.,0.2921539,traffic light in the city.,0.27647105,a traffic light with red and green stripes.,0.28432515,red traffic light on the street.,0.26192307,traffic lights in a parking lot.,0.27373898,red traffic lights in a row.,0.2765397,a row of traffic lights.,0.28808105,red traffic light on the road.,0.26814386,a traffic light in the city.,0.28030485
dataset/coco/images/tmp/COCO_val2014_000000165547.jpg,An eating area with a table and a few chairs.,A dining table and chairs with a window view of a kitchen.,0.3092215,A table with a vase and a vase of flowers sitting on it.,0.20352663,A wooden table sitting in front of a window.,0.2717411,A table that has flowers sitting on top of it.,0.19754255,A table and chairs are sitting in a dining room.,0.25820833,A wooden table with chairs and a window.,0.28306466,A dining table with a vase of flowers on it.,0.23859657,A kitchen table with a window overlooking a forest.,0.34637415,A dining room table is set up in front of a window.,0.30394295,A wooden table sitting next to a window in a  kitchen.,0.28404275,a dining room table with a view.,0.2957316,view of the dining room from the kitchen.,0.28891468,a view from the dining room.,0.2900201,photo of the dining room table and the window.,0.3074578,example of a classic dining room design with white walls.,0.27195024,a view of the dining room from the living room.,0.29695436,a peek into the dining room.,0.28034943,view from the dining room.,0.28722858,view from the dining room.,0.28722858,example of a mountain style dining room design with a standard fireplace.,0.30823946
dataset/coco/images/tmp/COCO_val2014_000000455859.jpg,A little girl in a pink shirt standing near a blue metal sculpture.,A woman is holding a child while walking in front of a gate.,0.2755944,A group of people in a building with umbrellas.,0.2249646,A group of people standing on top of a sidewalk.,0.2286505,A group of people in a city park with umbrellas.,0.22019777,A group of people standing in front of a fence.,0.24863577,A group of people are standing on a street.,0.2149882,A group of people standing next to each other.,0.22248887,"a couple of people are standing in front of a fence   

there are many people on the other side of the fence 

there are also people walking down the sidewalk.",0.2268453,A group of people with umbrellas are standing in a plaza.,0.24545765,A group of people in the street with umbrellas.,0.22866361,person with the crowd at the top.,0.25190938,tourist attraction is a popular spot for tourists.,0.25444514,the crowds come out to see the statue of liberty.,0.24983945,the first day of the triathlon was filled with people.,0.2928167,the - foot - tall sculpture is part of a series of sculptures by person that were installed.,0.24331814,the end of the world.,0.21991718,this is where the event will take place.,0.24147572,the event was held on the first day of the season.,0.23260498,the crowd on the way to the top.,0.23718756,a city is one of the top places to watch the olympics.,0.27451378
dataset/coco/images/tmp/COCO_val2014_000000290570.jpg,A herd of sheep standing on top of snow covered field.,A herd of sheep standing on top of a grass covered field.,0.29446757,A herd of sheep standing on top of a snow covered field.,0.29607534,Sheep are grazing in a fenced in area.,0.30703986,Sheep graze in a field with a house in the background.,0.34795633,A group of sheep standing next to a house.,0.33111894,Sheep grazing in a fenced in area next to a barn.,0.33415854,Sheep grazing in the grass in front of a house.,0.3275454,Sheep grazing in the grass in front of a house.,0.3275454,Sheep graze in a field in front of a house.,0.34992725,Sheep grazing in a field next to a building.,0.33328205,sheep grazing in a snow covered field.,0.31832096,sheep grazing in a snow covered field.,0.31832096,sheep grazing in a frosty landscape.,0.31919616,sheep grazing on the hills above a city.,0.28037634,sheep grazing on the farm.,0.30695242,sheep in a snowy field.,0.3084954,sheep in a snow covered field.,0.31107378,sheep in the snow by person.,0.3017106,sheep in the snow by person.,0.3017106,sheep grazing in the snow.,0.31276172
